"Gene.ontology.ID","Definition","Parent.Terms","Term","Gene.name"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RPS10-NUDT3"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","MRPS11"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RPS5"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RPS19"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RPS27L"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RPS15"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RPS10"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RRP7A"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RPS14"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","ERAL1"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","RPS17"
"GO:0000028"," The aggregation, arrangement and bonding together of constituent RNAs and proteins to form the small ribosomal subunit."," is-a ribonucleoprotein complex assembly part-of ribosomal small subunit biogenesis part-of ribosome assembly"," ribosomal small subunit assembly","MRPS7"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL12"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL35"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS16"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL7"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL41"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS19"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS11"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","GSPT2"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","GSPT1"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL31"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL38"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","MAGOHB"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RBM8A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL15"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","SMG1"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL11"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL3"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL19"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL14"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS18"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL18"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","PNRC1"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL36A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL24"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","SMG5"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL35A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL13"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL21"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","ETF1"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS24"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL22"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS5"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","PNRC2"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS29"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL29"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL26"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL9"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL23A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS8"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS3A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS6"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","UPF1"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL37A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL36"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","PPP2R1A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","NCBP2"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","UBA52"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL17"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS21"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","NCBP1"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","SMG6"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","UPF3A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS25"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL13A"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","MRPS12"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL6"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPL28"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS15"
"GO:0000184"," The nonsense-mediated decay pathway for nuclear-transcribed mRNAs degrades mRNAs in which an amino-acid codon has changed to a nonsense codon; this prevents the translation of such mRNAs into truncated, and potentially harmful, proteins."," is-a nuclear-transcribed mRNA catabolic process"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","RPS17"
